Förvaltning;Leverantör;Organisationsnummer;Verifikationsnummer;Konto;Kontotext;Belopp exkl moms
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082495;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082605;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083034;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083077;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083152;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082954;6812;Telefoni;47,28
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082965;6812;Telefoni;34,33
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083162;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082892;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082900;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083273;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083279;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083280;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083266;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083268;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083155;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083154;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083269;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083161;6812;Telefoni;51,99
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083163;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083270;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083271;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082967;6812;Telefoni;59,23
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082998;6812;Telefoni;126,40
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082955;6811;Telefoni - Växel;66,50
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083160;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083167;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083153;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082966;6812;Telefoni;34,47
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082956;6812;Telefoni;65,65
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082784;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082980;6812;Telefoni;47,28
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082964;6812;Telefoni;36,05
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082952;6812;Telefoni;36,05
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082960;6812;Telefoni;72,02
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082953;6812;Telefoni;47,28
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082958;6812;Telefoni;65,65
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082961;6812;Telefoni;36,05
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082962;6812;Telefoni;36,05
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082969;6812;Telefoni;36,05
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082583;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082579;6812;Telefoni;55,23
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082488;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082774;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083147;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661083150;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082575;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082577;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203325;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203863;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204832;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204734;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203861;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203372;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204347;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203326;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204812;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204348;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204472;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203862;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204735;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203327;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204733;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092205063;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204662;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092205062;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092201199;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204769;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203324;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204930;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204828;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204660;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204932;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204931;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203410;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204929;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204928;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092205061;6812;Telefoni;232,86
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204768;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203323;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204661;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092201195;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092201196;6812;Telefoni;57,60
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092201198;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092201197;6812;Telefoni;45,46
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092201197;6812;Telefoni;45,69
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204927;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204780;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203594;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204225;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203422;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203799;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204781;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203592;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203593;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203447;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203798;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203446;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203448;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204606;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092201295;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092201299;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204604;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092201298;6812;Telefoni;91,15
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092201194;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092204605;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092201296;6812;Telefoni;36,82
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092201300;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203421;6812;Telefoni;51,99
609 - Grundskolenämnden;TELE2 SVERIGE AB;5562675164;6092203357;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676868;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676822;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676875;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676876;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676860;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676869;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676871;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676801;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676812;6812;Telefoni;92,78
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676806;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676810;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676818;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676866;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676820;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676811;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676814;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676805;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676804;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676803;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676809;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676807;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676819;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676808;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676802;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601676816;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679409;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679411;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679408;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679415;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679420;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679413;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679489;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679416;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679487;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679410;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679418;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679412;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679203;7331;Larm;150,50
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679423;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679488;6812;Telefoni;150,50
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679419;6812;Telefoni;150,50
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679414;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679422;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678618;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678622;6812;Telefoni;36,82
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678138;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678617;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678136;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679486;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679482;6812;Telefoni;150,50
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678619;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678620;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678137;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679483;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678616;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678236;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678135;6812;Telefoni;51,99
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679202;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679481;6812;Telefoni;36,82
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601679485;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678623;6812;Telefoni;91,15
160 - Äldre samt vård- och omsorgsnämnden;TELE2 SVERIGE AB;5562675164;1601678134;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082890;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082581;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082582;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082580;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082585;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082484;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082482;6812;Telefoni;51,99
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082483;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082578;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082576;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082562;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082994;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082491;6811;Telefoni - Växel;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082584;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082586;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082485;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082941;6812;Telefoni;51,99
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082942;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082561;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082480;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082481;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082563;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082993;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082560;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082970;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082682;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082971;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082944;6812;Telefoni;51,99
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082679;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082677;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082680;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082676;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082681;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082972;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082671;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082668;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082672;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082670;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082669;6812;Telefoni;51,99
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082678;6812;Telefoni;60,77
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082532;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082528;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082675;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082674;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082667;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082673;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082664;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082663;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082529;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082534;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082535;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082533;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082508;6812;Telefoni;115,90
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082510;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082665;6812;Telefoni;60,77
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082530;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082527;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082531;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082509;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082610;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082512;6812;Telefoni;91,15
166 - Socialnämnden Hisingen;TELE2 SVERIGE AB;5562675164;1661082611;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012952;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012953;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012954;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012955;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012956;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012957;6812;Telefoni;99,29
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012903;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012904;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012905;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012949;6812;Telefoni;51,99
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012950;6812;Telefoni;238,40
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012951;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012932;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012933;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012934;6812;Telefoni;238,40
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012900;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012901;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012902;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012881;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012882;6812;Telefoni;51,99
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012883;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012884;6812;Telefoni;91,15
050 - Nämnden för inköp och upphandling;TELE2 SVERIGE AB;5562675164;500012936;6812;Telefoni;91,15
